"","SUBSTANCENAME","NONPROPRIETARYNAME","NDC_11","PHARM_CLASSES","PRODUCTNDC","NDCPACKAGECODE","PRODUCTID","PRODUCTTYPENAME","PROPRIETARYNAME","PROPRIETARYNAMESUFFIX","DOSAGEFORMNAME","ROUTENAME","STARTMARKETINGDATE","ENDMARKETINGDATE","MARKETINGCATEGORYNAME","APPLICATIONNUMBER","LABELERNAME","ACTIVE_NUMERATOR_STRENGTH","ACTIVE_INGRED_UNIT","DEASCHEDULE","NDC_EXCLUDE_FLAG","LISTING_RECORD_CERTIFIED_THROUGH"
"8178","TERBINAFINE HYDROCHLORIDE","Terbinafine Hydrochloride","71205012735","Allylamine Antifungal [EPC], Allylamine [CS]","71205-127","71205-127-35","71205-127_ebcef20e-0991-4cd7-b79c-0d1a29b90fed","HUMAN PRESCRIPTION DRUG","Terbinafine Hydrochloride","","TABLET","ORAL","20101227","","ANDA","ANDA077714","Proficient Rx LP","250","mg/1","","N","20241231"
"8179","TERBINAFINE HYDROCHLORIDE","Terbinafine Hydrochloride","71205012742","Allylamine Antifungal [EPC], Allylamine [CS]","71205-127","71205-127-42","71205-127_ebcef20e-0991-4cd7-b79c-0d1a29b90fed","HUMAN PRESCRIPTION DRUG","Terbinafine Hydrochloride","","TABLET","ORAL","20101227","","ANDA","ANDA077714","Proficient Rx LP","250","mg/1","","N","20241231"
"8180","TERBINAFINE HYDROCHLORIDE","Terbinafine Hydrochloride","71205012745","Allylamine Antifungal [EPC], Allylamine [CS]","71205-127","71205-127-45","71205-127_ebcef20e-0991-4cd7-b79c-0d1a29b90fed","HUMAN PRESCRIPTION DRUG","Terbinafine Hydrochloride","","TABLET","ORAL","20101227","","ANDA","ANDA077714","Proficient Rx LP","250","mg/1","","N","20241231"
"8181","TERBINAFINE HYDROCHLORIDE","Terbinafine Hydrochloride","71205012760","Allylamine Antifungal [EPC], Allylamine [CS]","71205-127","71205-127-60","71205-127_ebcef20e-0991-4cd7-b79c-0d1a29b90fed","HUMAN PRESCRIPTION DRUG","Terbinafine Hydrochloride","","TABLET","ORAL","20101227","","ANDA","ANDA077714","Proficient Rx LP","250","mg/1","","N","20241231"
"8182","TERBINAFINE HYDROCHLORIDE","Terbinafine Hydrochloride","71205012790","Allylamine Antifungal [EPC], Allylamine [CS]","71205-127","71205-127-90","71205-127_ebcef20e-0991-4cd7-b79c-0d1a29b90fed","HUMAN PRESCRIPTION DRUG","Terbinafine Hydrochloride","","TABLET","ORAL","20101227","","ANDA","ANDA077714","Proficient Rx LP","250","mg/1","","N","20241231"
"8183","TERBINAFINE HYDROCHLORIDE","Terbinafine","71205015215","Allylamine Antifungal [EPC], Allylamine [CS]","71205-152","71205-152-15","71205-152_86d7ee5e-ebfd-45ea-a520-b6f65814c3e2","HUMAN PRESCRIPTION DRUG","Terbinafine","","TABLET","ORAL","20160627","","ANDA","ANDA077533","Proficient Rx LP","250","1/1","","N","20241231"
"8184","TERBINAFINE HYDROCHLORIDE","Terbinafine","71205015230","Allylamine Antifungal [EPC], Allylamine [CS]","71205-152","71205-152-30","71205-152_86d7ee5e-ebfd-45ea-a520-b6f65814c3e2","HUMAN PRESCRIPTION DRUG","Terbinafine","","TABLET","ORAL","20160627","","ANDA","ANDA077533","Proficient Rx LP","250","1/1","","N","20241231"
"8185","TERBINAFINE HYDROCHLORIDE","Terbinafine","71205015235","Allylamine Antifungal [EPC], Allylamine [CS]","71205-152","71205-152-35","71205-152_86d7ee5e-ebfd-45ea-a520-b6f65814c3e2","HUMAN PRESCRIPTION DRUG","Terbinafine","","TABLET","ORAL","20160627","","ANDA","ANDA077533","Proficient Rx LP","250","1/1","","N","20241231"
"8186","TERBINAFINE HYDROCHLORIDE","Terbinafine","71205015245","Allylamine Antifungal [EPC], Allylamine [CS]","71205-152","71205-152-45","71205-152_86d7ee5e-ebfd-45ea-a520-b6f65814c3e2","HUMAN PRESCRIPTION DRUG","Terbinafine","","TABLET","ORAL","20160627","","ANDA","ANDA077533","Proficient Rx LP","250","1/1","","N","20241231"
"8187","TERBINAFINE HYDROCHLORIDE","Terbinafine","71205015260","Allylamine Antifungal [EPC], Allylamine [CS]","71205-152","71205-152-60","71205-152_86d7ee5e-ebfd-45ea-a520-b6f65814c3e2","HUMAN PRESCRIPTION DRUG","Terbinafine","","TABLET","ORAL","20160627","","ANDA","ANDA077533","Proficient Rx LP","250","1/1","","N","20241231"
"8188","TERBINAFINE HYDROCHLORIDE","Terbinafine","71205015290","Allylamine Antifungal [EPC], Allylamine [CS]","71205-152","71205-152-90","71205-152_86d7ee5e-ebfd-45ea-a520-b6f65814c3e2","HUMAN PRESCRIPTION DRUG","Terbinafine","","TABLET","ORAL","20160627","","ANDA","ANDA077533","Proficient Rx LP","250","1/1","","N","20241231"
"8189","AZITHROMYCIN DIHYDRATE","Azithromycin","71205015803","Macrolide Antimicrobial [EPC], Macrolides [CS]","71205-158","71205-158-03","71205-158_d47fa421-e017-48f1-95a9-c0922cca63d6","HUMAN PRESCRIPTION DRUG","Azithromycin","","TABLET, FILM COATED","ORAL","20180705","","ANDA","ANDA207370","Proficient Rx LP","250","mg/1","","N","20241231"
"8190","AZITHROMYCIN DIHYDRATE","Azithromycin","71205015806","Macrolide Antimicrobial [EPC], Macrolides [CS]","71205-158","71205-158-06","71205-158_d47fa421-e017-48f1-95a9-c0922cca63d6","HUMAN PRESCRIPTION DRUG","Azithromycin","","TABLET, FILM COATED","ORAL","20180705","","ANDA","ANDA207370","Proficient Rx LP","250","mg/1","","N","20241231"
"8191","AZITHROMYCIN DIHYDRATE","Azithromycin","71205015830","Macrolide Antimicrobial [EPC], Macrolides [CS]","71205-158","71205-158-30","71205-158_d47fa421-e017-48f1-95a9-c0922cca63d6","HUMAN PRESCRIPTION DRUG","Azithromycin","","TABLET, FILM COATED","ORAL","20180705","","ANDA","ANDA207370","Proficient Rx LP","250","mg/1","","N","20241231"
"8192","AZITHROMYCIN DIHYDRATE","Azithromycin","71205015866","Macrolide Antimicrobial [EPC], Macrolides [CS]","71205-158","71205-158-66","71205-158_d47fa421-e017-48f1-95a9-c0922cca63d6","HUMAN PRESCRIPTION DRUG","Azithromycin","","TABLET, FILM COATED","ORAL","20180705","","ANDA","ANDA207370","Proficient Rx LP","250","mg/1","","N","20241231"
"8193","NITROFURANTOIN","Nitrofurantion","71205017110","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","71205-171","71205-171-10","71205-171_a1447d12-32dc-4e06-960e-d4c2f2880fae","HUMAN PRESCRIPTION DRUG","Nitrofurantion","","CAPSULE","ORAL","20160415","","ANDA","ANDA201722","Proficient Rx LP","100","mg/1","","N","20241231"
"8194","NITROFURANTOIN","Nitrofurantion","71205017114","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","71205-171","71205-171-14","71205-171_a1447d12-32dc-4e06-960e-d4c2f2880fae","HUMAN PRESCRIPTION DRUG","Nitrofurantion","","CAPSULE","ORAL","20160415","","ANDA","ANDA201722","Proficient Rx LP","100","mg/1","","N","20241231"
"8195","NITROFURANTOIN","Nitrofurantion","71205017120","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","71205-171","71205-171-20","71205-171_a1447d12-32dc-4e06-960e-d4c2f2880fae","HUMAN PRESCRIPTION DRUG","Nitrofurantion","","CAPSULE","ORAL","20160415","","ANDA","ANDA201722","Proficient Rx LP","100","mg/1","","N","20241231"
"8196","NITROFURANTOIN","Nitrofurantion","71205017128","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","71205-171","71205-171-28","71205-171_a1447d12-32dc-4e06-960e-d4c2f2880fae","HUMAN PRESCRIPTION DRUG","Nitrofurantion","","CAPSULE","ORAL","20160415","","ANDA","ANDA201722","Proficient Rx LP","100","mg/1","","N","20241231"
"8197","AMOXICILLIN","Amoxicillin","71205017700","Penicillin-class Antibacterial [EPC], Penicillins [CS]","71205-177","71205-177-00","71205-177_aefe01bd-575f-4718-872e-b5d89f4916b5","HUMAN PRESCRIPTION DRUG","Amoxicillin","","POWDER, FOR SUSPENSION","ORAL","20030226","","ANDA","ANDA065119","Proficient Rx LP","400","mg/5mL","","N","20241231"
"8198","CEFDINIR","Cefdinir","71205018360","Cephalosporin Antibacterial [EPC], Cephalosporins [CS]","71205-183","71205-183-60","71205-183_3139eb2a-bd08-4fc6-bcf0-28e99f234c43","HUMAN PRESCRIPTION DRUG","Cefdinir","","POWDER, FOR SUSPENSION","ORAL","20070406","","ANDA","ANDA065337","Proficient Rx LP","250","mg/5mL","","N","20241231"
"8199","AZITHROMYCIN MONOHYDRATE","Azithromycin","71205019603","Macrolide Antimicrobial [EPC], Macrolides [CS]","71205-196","71205-196-03","71205-196_266594ab-a60f-4dfa-8880-bdc54cebdc75","HUMAN PRESCRIPTION DRUG","Azithromycin","","TABLET, FILM COATED","ORAL","20170302","","ANDA","ANDA065212","Proficient Rx LP","500","mg/1","","N","20241231"
"8200","AZITHROMYCIN DIHYDRATE","Azithromycin","71205021630","Macrolide Antimicrobial [EPC], Macrolides [CS]","71205-216","71205-216-30","71205-216_476af655-9fb8-4253-a569-fb3295680838","HUMAN PRESCRIPTION DRUG","Azithromycin","","POWDER, FOR SUSPENSION","ORAL","20180806","","ANDA","ANDA211147","Proficient Rx LP","200","mg/5mL","","N","20241231"
"8201","CEFDINIR","Cefdinir","71205022414","Cephalosporin Antibacterial [EPC], Cephalosporins [CS]","71205-224","71205-224-14","71205-224_cca0fc04-974d-49a1-8fc9-4e07684fed0a","HUMAN PRESCRIPTION DRUG","Cefdinir","","CAPSULE","ORAL","20080107","","ANDA","ANDA065434","Proficient Rx LP","300","mg/1","","N","20241231"
"8202","CEFDINIR","Cefdinir","71205022420","Cephalosporin Antibacterial [EPC], Cephalosporins [CS]","71205-224","71205-224-20","71205-224_cca0fc04-974d-49a1-8fc9-4e07684fed0a","HUMAN PRESCRIPTION DRUG","Cefdinir","","CAPSULE","ORAL","20080107","","ANDA","ANDA065434","Proficient Rx LP","300","mg/1","","N","20241231"
"8203","CEFDINIR","Cefdinir","71205022430","Cephalosporin Antibacterial [EPC], Cephalosporins [CS]","71205-224","71205-224-30","71205-224_cca0fc04-974d-49a1-8fc9-4e07684fed0a","HUMAN PRESCRIPTION DRUG","Cefdinir","","CAPSULE","ORAL","20080107","","ANDA","ANDA065434","Proficient Rx LP","300","mg/1","","N","20241231"
"8204","CEFDINIR","Cefdinir","71205022460","Cephalosporin Antibacterial [EPC], Cephalosporins [CS]","71205-224","71205-224-60","71205-224_cca0fc04-974d-49a1-8fc9-4e07684fed0a","HUMAN PRESCRIPTION DRUG","Cefdinir","","CAPSULE","ORAL","20080107","","ANDA","ANDA065434","Proficient Rx LP","300","mg/1","","N","20241231"
"8205","CEFDINIR","Cefdinir","71205022490","Cephalosporin Antibacterial [EPC], Cephalosporins [CS]","71205-224","71205-224-90","71205-224_cca0fc04-974d-49a1-8fc9-4e07684fed0a","HUMAN PRESCRIPTION DRUG","Cefdinir","","CAPSULE","ORAL","20080107","","ANDA","ANDA065434","Proficient Rx LP","300","mg/1","","N","20241231"
"8206","AZITHROMYCIN MONOHYDRATE","AZITHROMYCIN","71205025330","Macrolide Antimicrobial [EPC], Macrolides [CS]","71205-253","71205-253-30","71205-253_55f728b3-b5c9-427f-a09a-2764663d4175","HUMAN PRESCRIPTION DRUG","AZITHROMYCIN","","POWDER, FOR SUSPENSION","PARENTERAL","20180410","","ANDA","ANDA207531","Proficient Rx LP","200","mg/5mL","","N","20241231"
"8207","ERYTHROMYCIN","erythromycin","71205026535","Decreased Sebaceous Gland Activity [PE], Macrolide Antimicrobial [EPC], Macrolide [EPC], Macrolides [CS]","71205-265","71205-265-35","71205-265_e81dd1b8-6a0c-4fc4-afbe-496ed719c048","HUMAN PRESCRIPTION DRUG","erythromycin","","OINTMENT","OPHTHALMIC","20140508","","ANDA","ANDA062447","Proficient Rx LP","5","mg/g","","N","20241231"
"8208","AMOXICILLIN","Amoxicillin","71205026615","Penicillin-class Antibacterial [EPC], Penicillins [CS]","71205-266","71205-266-15","71205-266_b7495577-9753-41ff-96cf-8122612928de","HUMAN PRESCRIPTION DRUG","Amoxicillin","","POWDER, FOR SUSPENSION","ORAL","20070326","","ANDA","ANDA065387","Proficient Rx LP","125","mg/5mL","","N","20241231"
"8209","FLUCONAZOLE","fluconazole","71205028330","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","71205-283","71205-283-30","71205-283_1410a251-cc08-49a0-b4aa-dfd217bca85b","HUMAN PRESCRIPTION DRUG","fluconazole","","TABLET","ORAL","20170406","","ANDA","ANDA208963","Proficient Rx LP","200","mg/1","","N","20241231"
"8210","FLUCONAZOLE","fluconazole","71205028360","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","71205-283","71205-283-60","71205-283_1410a251-cc08-49a0-b4aa-dfd217bca85b","HUMAN PRESCRIPTION DRUG","fluconazole","","TABLET","ORAL","20170406","","ANDA","ANDA208963","Proficient Rx LP","200","mg/1","","N","20241231"
"8211","FLUCONAZOLE","fluconazole","71205028390","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","71205-283","71205-283-90","71205-283_1410a251-cc08-49a0-b4aa-dfd217bca85b","HUMAN PRESCRIPTION DRUG","fluconazole","","TABLET","ORAL","20170406","","ANDA","ANDA208963","Proficient Rx LP","200","mg/1","","N","20241231"
"8212","NITROFURANTOIN","Nitrofurantoin Macrocrystals","71205029710","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","71205-297","71205-297-10","71205-297_63647c09-e111-4a17-85e7-9f5f1853fad7","HUMAN PRESCRIPTION DRUG","Nitrofurantoin Macrocrystals","","CAPSULE","ORAL","20070308","","ANDA","ANDA073652","Proficient Rx LP","100","mg/1","","N","20241231"
"8213","NITROFURANTOIN","Nitrofurantoin Macrocrystals","71205029714","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","71205-297","71205-297-14","71205-297_63647c09-e111-4a17-85e7-9f5f1853fad7","HUMAN PRESCRIPTION DRUG","Nitrofurantoin Macrocrystals","","CAPSULE","ORAL","20070308","","ANDA","ANDA073652","Proficient Rx LP","100","mg/1","","N","20241231"
"8214","NITROFURANTOIN","Nitrofurantoin Macrocrystals","71205029720","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","71205-297","71205-297-20","71205-297_63647c09-e111-4a17-85e7-9f5f1853fad7","HUMAN PRESCRIPTION DRUG","Nitrofurantoin Macrocrystals","","CAPSULE","ORAL","20070308","","ANDA","ANDA073652","Proficient Rx LP","100","mg/1","","N","20241231"
"8215","CIPROFLOXACIN HYDROCHLORIDE","Ciprofloxacin","71205030005","Quinolone Antimicrobial [EPC], Quinolones [CS]","71205-300","71205-300-05","71205-300_a797de06-c8be-4417-9bac-137dc4931c8b","HUMAN PRESCRIPTION DRUG","ciprofloxacin","","SOLUTION","OPHTHALMIC","20181101","","ANDA","ANDA077568","Proficient Rx LP","3","mg/mL","","N","20241231"
"8216","CIPROFLOXACIN HYDROCHLORIDE; DEXAMETHASONE","ciprofloxacin and dexamethasone","71205030975","Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC], Quinolone Antimicrobial [EPC], Quinolones [CS]","71205-309","71205-309-75","71205-309_e39626a8-78f1-4c41-9384-df16361ad209","HUMAN PRESCRIPTION DRUG","CIPRODEX","","SUSPENSION/ DROPS","AURICULAR (OTIC)","20030804","","NDA","NDA021537","Proficient Rx LP","3; 1","mg/mL; mg/mL","","N","20241231"
"8217","DEXAMETHASONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE","Neomycin and Polymyxin B Sulfates and Dexamethasone","71205033035","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS], Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC], Polymyxin-class Antibacterial [EPC], Polymyxins [CS]","71205-330","71205-330-35","71205-330_d7249352-be32-4361-801a-98b4886615f6","HUMAN PRESCRIPTION DRUG","Neomycin and Polymyxin B Sulfates and Dexamethasone","","OINTMENT","OPHTHALMIC","19960221","","NDA AUTHORIZED GENERIC","NDA050065","Proficient Rx LP","1; 3.5; 10000","mg/g; mg/g; [iU]/g","","N","20241231"
"8218","AMOXICILLIN; CLAVULANATE POTASSIUM","Amoxicillin and Clavulanate Potassium","71205033114","Penicillin-class Antibacterial [EPC], Penicillins [CS], beta Lactamase Inhibitor [EPC], beta Lactamase Inhibitors [MoA]","71205-331","71205-331-14","71205-331_32686b6d-d8ac-4f0a-831e-f1bbbf2cf640","HUMAN PRESCRIPTION DRUG","AMOXICILLIN AND CLAVULANATE POTASSIUM","","TABLET, FILM COATED","ORAL","20170301","","ANDA","ANDA204755","Proficient Rx LP","875; 125","mg/1; mg/1","","N","20241231"
"8219","AMOXICILLIN; CLAVULANATE POTASSIUM","Amoxicillin and Clavulanate Potassium","71205033115","Penicillin-class Antibacterial [EPC], Penicillins [CS], beta Lactamase Inhibitor [EPC], beta Lactamase Inhibitors [MoA]","71205-331","71205-331-15","71205-331_32686b6d-d8ac-4f0a-831e-f1bbbf2cf640","HUMAN PRESCRIPTION DRUG","AMOXICILLIN AND CLAVULANATE POTASSIUM","","TABLET, FILM COATED","ORAL","20170301","","ANDA","ANDA204755","Proficient Rx LP","875; 125","mg/1; mg/1","","N","20241231"
"8220","AMOXICILLIN; CLAVULANATE POTASSIUM","Amoxicillin and Clavulanate Potassium","71205033120","Penicillin-class Antibacterial [EPC], Penicillins [CS], beta Lactamase Inhibitor [EPC], beta Lactamase Inhibitors [MoA]","71205-331","71205-331-20","71205-331_32686b6d-d8ac-4f0a-831e-f1bbbf2cf640","HUMAN PRESCRIPTION DRUG","AMOXICILLIN AND CLAVULANATE POTASSIUM","","TABLET, FILM COATED","ORAL","20170301","","ANDA","ANDA204755","Proficient Rx LP","875; 125","mg/1; mg/1","","N","20241231"
"8221","AMOXICILLIN; CLAVULANATE POTASSIUM","Amoxicillin and Clavulanate Potassium","71205033130","Penicillin-class Antibacterial [EPC], Penicillins [CS], beta Lactamase Inhibitor [EPC], beta Lactamase Inhibitors [MoA]","71205-331","71205-331-30","71205-331_32686b6d-d8ac-4f0a-831e-f1bbbf2cf640","HUMAN PRESCRIPTION DRUG","AMOXICILLIN AND CLAVULANATE POTASSIUM","","TABLET, FILM COATED","ORAL","20170301","","ANDA","ANDA204755","Proficient Rx LP","875; 125","mg/1; mg/1","","N","20241231"
"8222","AMOXICILLIN; CLAVULANATE POTASSIUM","Amoxicillin and Clavulanate Potassium","71205033160","Penicillin-class Antibacterial [EPC], Penicillins [CS], beta Lactamase Inhibitor [EPC], beta Lactamase Inhibitors [MoA]","71205-331","71205-331-60","71205-331_32686b6d-d8ac-4f0a-831e-f1bbbf2cf640","HUMAN PRESCRIPTION DRUG","AMOXICILLIN AND CLAVULANATE POTASSIUM","","TABLET, FILM COATED","ORAL","20170301","","ANDA","ANDA204755","Proficient Rx LP","875; 125","mg/1; mg/1","","N","20241231"
"8223","AMOXICILLIN; CLAVULANATE POTASSIUM","Amoxicillin and Clavulanate Potassium","71205033190","Penicillin-class Antibacterial [EPC], Penicillins [CS], beta Lactamase Inhibitor [EPC], beta Lactamase Inhibitors [MoA]","71205-331","71205-331-90","71205-331_32686b6d-d8ac-4f0a-831e-f1bbbf2cf640","HUMAN PRESCRIPTION DRUG","AMOXICILLIN AND CLAVULANATE POTASSIUM","","TABLET, FILM COATED","ORAL","20170301","","ANDA","ANDA204755","Proficient Rx LP","875; 125","mg/1; mg/1","","N","20241231"
"8224","GENTAMICIN SULFATE","Gentamicin Sulfate","71205033305","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS]","71205-333","71205-333-05","71205-333_783322e6-a209-401f-9cbe-53e2cdfd6a74","HUMAN PRESCRIPTION DRUG","Gentamicin Sulfate","","SOLUTION","OPHTHALMIC","19960405","","ANDA","ANDA062196","Proficient Rx LP","3","mg/mL","","N","20241231"
"8225","NITROFURANTOIN","Nitrofurantoin","71205036514","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","71205-365","71205-365-14","71205-365_faf559f7-a748-4501-8cfb-8924122441f3","HUMAN PRESCRIPTION DRUG","Nitrofurantoin","","CAPSULE","ORAL","20151001","","ANDA","ANDA091095","Proficient Rx LP","50","mg/1","","N","20241231"
"8226","NITROFURANTOIN","Nitrofurantoin","71205037010","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","71205-370","71205-370-10","71205-370_418a1990-bb09-42f7-bc79-7904f724d091","HUMAN PRESCRIPTION DRUG","Nitrofurantoin","","CAPSULE","ORAL","20151001","","ANDA","ANDA091095","Proficient Rx LP","100","mg/1","","N","20241231"
"8227","NITROFURANTOIN","Nitrofurantoin","71205037014","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","71205-370","71205-370-14","71205-370_418a1990-bb09-42f7-bc79-7904f724d091","HUMAN PRESCRIPTION DRUG","Nitrofurantoin","","CAPSULE","ORAL","20151001","","ANDA","ANDA091095","Proficient Rx LP","100","mg/1","","N","20241231"
"8228","NITROFURANTOIN","Nitrofurantoin","71205037020","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","71205-370","71205-370-20","71205-370_418a1990-bb09-42f7-bc79-7904f724d091","HUMAN PRESCRIPTION DRUG","Nitrofurantoin","","CAPSULE","ORAL","20151001","","ANDA","ANDA091095","Proficient Rx LP","100","mg/1","","N","20241231"
"8229","NITROFURANTOIN","Nitrofurantoin","71205037030","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","71205-370","71205-370-30","71205-370_418a1990-bb09-42f7-bc79-7904f724d091","HUMAN PRESCRIPTION DRUG","Nitrofurantoin","","CAPSULE","ORAL","20151001","","ANDA","ANDA091095","Proficient Rx LP","100","mg/1","","N","20241231"
"8230","NITROFURANTOIN","Nitrofurantoin","71205037060","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","71205-370","71205-370-60","71205-370_418a1990-bb09-42f7-bc79-7904f724d091","HUMAN PRESCRIPTION DRUG","Nitrofurantoin","","CAPSULE","ORAL","20151001","","ANDA","ANDA091095","Proficient Rx LP","100","mg/1","","N","20241231"
"8231","NITROFURANTOIN","Nitrofurantoin","71205037090","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","71205-370","71205-370-90","71205-370_418a1990-bb09-42f7-bc79-7904f724d091","HUMAN PRESCRIPTION DRUG","Nitrofurantoin","","CAPSULE","ORAL","20151001","","ANDA","ANDA091095","Proficient Rx LP","100","mg/1","","N","20241231"
"8232","CEFDINIR","Cefdinir","71205038000","Cephalosporin Antibacterial [EPC], Cephalosporins [CS]","71205-380","71205-380-00","71205-380_eb67d441-028c-49e6-93b4-2be3b6bc9acf","HUMAN PRESCRIPTION DRUG","Cefdinir","","POWDER, FOR SUSPENSION","ORAL","20070507","","ANDA","ANDA065259","Proficient Rx LP","250","mg/5mL","","N","20241231"
"8233","CEFDINIR","Cefdinir","71205038060","Cephalosporin Antibacterial [EPC], Cephalosporins [CS]","71205-380","71205-380-60","71205-380_eb67d441-028c-49e6-93b4-2be3b6bc9acf","HUMAN PRESCRIPTION DRUG","Cefdinir","","POWDER, FOR SUSPENSION","ORAL","20070507","","ANDA","ANDA065259","Proficient Rx LP","250","mg/5mL","","N","20241231"
"8234","CEFDINIR","Cefdinir","71205040500","Cephalosporin Antibacterial [EPC], Cephalosporins [CS]","71205-405","71205-405-00","71205-405_b484ae16-7d8d-4be7-9c9a-2b613592eca3","HUMAN PRESCRIPTION DRUG","Cefdinir","","POWDER, FOR SUSPENSION","ORAL","20071214","","ANDA","ANDA065473","Proficient Rx LP","250","mg/5mL","","N","20241231"
"8235","CEFDINIR","Cefdinir","71205040560","Cephalosporin Antibacterial [EPC], Cephalosporins [CS]","71205-405","71205-405-60","71205-405_b484ae16-7d8d-4be7-9c9a-2b613592eca3","HUMAN PRESCRIPTION DRUG","Cefdinir","","POWDER, FOR SUSPENSION","ORAL","20071214","","ANDA","ANDA065473","Proficient Rx LP","250","mg/5mL","","N","20241231"
